RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1400,15775546,Laurens,517,Spain,Female,29,5,0.0,2,1,0,103402.88,0
4007,15656454,Le Gallienne,654,France,Male,37,6,83568.55,1,1,0,47046.72,0
1974,15635728,P'an,693,France,Male,41,4,0.0,2,0,0,156381.47,0
6517,15775797,Esposito,607,Spain,Female,32,7,0.0,3,0,1,10674.62,0
5698,15671779,Nebechi,567,France,Male,39,5,0.0,2,0,0,168521.72,0
3527,15795129,Gallo,799,France,Female,30,9,0.0,2,1,0,136827.96,0
3385,15693732,Kilgour,775,France,Female,66,9,0.0,2,1,1,67622.34,0
1396,15697095,Zetticci,705,Spain,Male,46,7,0.0,2,1,0,117273.35,0
5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0
2966,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1
5226,15586300,Chinonyelum,615,France,Male,66,7,0.0,2,1,1,74580.8,0
5315,15788068,Lopez,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1
8938,15737404,Kesteven,731,France,Male,31,1,132512.26,1,1,1,185466.85,0
6336,15740428,Wyatt,507,France,Female,35,1,0.0,2,0,0,92131.54,0
7926,15800482,Bradshaw,586,Spain,Female,33,7,0.0,2,1,1,168261.4,0
5459,15789055,Watt,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0
4547,15738248,Lo,662,France,Female,37,5,0.0,2,1,0,151871.84,0
8531,15703354,Aksenov,808,France,Female,33,2,103516.87,1,1,0,113907.8,0
4958,15600478,Watson,752,France,Male,39,3,0.0,1,1,0,188187.05,0
184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0
8529,15636353,Buchi,534,Spain,Male,35,4,0.0,2,0,0,9541.15,0
2492,15764174,Bidencope,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0
4585,15589666,Sorokina,595,France,Female,39,9,136422.41,1,1,1,151757.81,0
6383,15575060,Gardner,797,France,Male,24,5,0.0,2,1,0,182257.61,0
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0
1807,15683471,Hansen,691,France,Male,38,7,0.0,2,0,0,81617.4,0
2914,15697686,Stewart,787,France,Female,40,6,0.0,2,1,1,84151.98,0
8861,15725762,Kemp,808,France,Male,24,4,122168.65,1,1,0,174107.04,0
6548,15608760,Cox,656,France,Female,30,4,74323.2,1,1,1,22929.08,0
5714,15643439,Ferguson,537,France,Male,47,10,0.0,2,0,1,25482.62,0
6372,15656627,Lin,602,France,Male,34,5,0.0,2,1,1,77414.45,0
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0
3590,15785406,Watts,446,France,Female,51,4,105056.13,1,0,0,70613.52,0
9953,15696355,Cleveland,724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0
6006,15589323,Law,636,France,Female,24,9,0.0,2,0,1,38830.72,0
1686,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
5428,15674149,Esomchi,599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0
2515,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0
622,15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0
1445,15703019,Okeke,583,France,Female,38,10,0.0,2,0,1,113597.64,0
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1
1002,15592089,Larsen,788,France,Female,43,10,0.0,2,1,1,116111.51,0
4838,15708256,Chien,803,France,Male,28,3,0.0,2,1,0,159654.0,0
3383,15570629,Alexeyeva,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0
1516,15602497,Honore,850,Spain,Male,39,6,133214.13,1,0,1,20769.88,0
5715,15604158,Smith,554,France,Female,39,10,0.0,2,1,1,18391.93,0
7343,15730360,Mackenzie,502,France,Male,30,4,0.0,2,1,1,66263.87,0
5732,15800746,Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1
7329,15689786,Massie,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1
6537,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25,0
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
6193,15731781,Onyemachukwu,551,France,Male,43,7,0.0,2,1,0,178393.68,0
1997,15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,1
9556,15655360,Chikelu,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,1
573,15622003,Carslaw,745,France,Male,35,9,92566.53,2,1,0,161519.77,0
3953,15796114,Phelps,594,France,Female,34,7,141525.55,1,0,0,9443.15,0
2644,15586870,Ni,632,France,Male,27,4,193125.85,1,1,1,152665.85,0
2641,15622117,Fries,625,Spain,Female,31,8,0.0,2,1,0,151843.54,0
9367,15656009,McIntyre,736,France,Female,36,6,0.0,1,1,0,70496.66,0
2491,15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0
5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0
6781,15693752,Reed,487,France,Male,37,2,0.0,2,1,1,126722.57,0
3550,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1
2029,15635939,Fenton,458,France,Female,39,9,0.0,2,1,0,116343.09,0
4791,15642022,Zito,621,Spain,Male,34,8,0.0,1,0,0,47972.65,0
6014,15609899,Obiora,548,Spain,Male,37,4,0.0,1,1,0,121763.68,0
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0
9299,15648047,Williamson,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0
3613,15792151,Hamilton,635,Spain,Female,37,3,0.0,2,1,0,91086.73,0
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0
635,15738181,Douglas,850,France,Male,31,6,67996.23,2,0,0,50129.87,1
4754,15623053,Muir,454,Spain,Male,40,2,123177.01,1,1,0,148309.98,0
9404,15695465,Gibson,638,France,Female,36,6,0.0,1,1,0,164247.51,0
2063,15724443,Taylor,703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0
9523,15664504,Beede,418,France,Male,35,7,0.0,2,1,1,88878.15,0
8502,15797197,Macleod,678,Spain,Male,29,6,0.0,2,1,0,64443.75,0
8750,15701238,Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,0
3189,15586757,Anenechukwu,801,France,Female,32,4,75170.54,1,1,1,37898.5,0
7937,15617401,Thomson,468,France,Male,22,2,0.0,2,1,0,28123.99,0
9829,15574523,Cheng,576,France,Male,39,1,0.0,2,1,1,68814.23,0
7218,15720353,Chiang,553,France,Male,41,1,0.0,2,1,0,90607.31,0
9394,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,1
6647,15662021,Lucciano,685,Spain,Female,42,2,0.0,2,0,0,199992.48,0
1927,15716023,Pearson,693,France,Male,31,1,0.0,2,0,1,182270.88,0
1588,15789548,Giordano,592,France,Female,37,7,0.0,2,1,1,126726.33,0
5159,15789582,Macleod,587,France,Male,55,9,0.0,1,1,0,64593.07,0
4056,15767129,Munz,452,France,Female,60,6,121730.49,1,1,1,142963.29,0
4295,15662203,Bremer,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0
1617,15665695,Potter,594,France,Female,49,4,0.0,2,1,1,23631.55,0
1597,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
3965,15714981,Sabbatini,476,France,Male,37,4,0.0,1,1,1,55775.84,1
8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1
6280,15608338,Chiemenam,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
5478,15802390,Willoughby,724,France,Female,34,2,0.0,2,1,1,118863.38,0
7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0
3228,15639576,Burns,691,France,Male,26,9,136623.19,1,1,0,153228.0,0
1629,15810347,Todd,662,Spain,Female,30,9,0.0,2,0,1,157884.83,0
9585,15608588,Mackinlay,563,Germany,Male,41,2,100520.92,1,1,1,19412.8,1
8481,15597591,Lung,456,France,Male,29,5,107000.49,1,1,1,153419.62,0
8314,15750121,Tung,639,France,Male,38,3,0.0,1,1,0,42862.82,0
3822,15685245,Jowett,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0
1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,1,0,176678.72,0
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
3649,15691703,Shih,545,France,Male,47,8,105792.49,1,0,1,67830.2,1
4770,15770345,Kovaleva,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0
904,15786014,Ku,568,France,Male,28,5,145105.64,2,1,0,185489.11,0
8080,15766552,Rossi,643,France,Male,37,6,0.0,2,0,0,142454.77,0
1316,15734634,Bocharova,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0
8642,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1
6834,15686964,Spence,675,France,Female,34,10,84944.58,1,0,0,146230.63,0
2346,15641250,Calabresi,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0
6680,15722813,Byrne,470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0
1461,15657085,Gardiner,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
4050,15806184,Burns,618,Spain,Male,33,4,0.0,2,1,1,77550.18,0
5500,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0
6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1
2132,15792660,Gibbons,614,France,Male,38,2,116248.88,1,1,0,105140.92,0
3560,15727353,Ch'ang,650,France,Female,64,7,142028.36,1,1,0,32275.09,1
2497,15625623,Stevenson,567,France,Female,45,4,0.0,2,0,1,121053.19,0
1775,15802256,Yao,439,France,Male,28,7,110976.23,2,1,0,138526.96,0
4828,15665053,Nixon,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1
2696,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
1213,15813590,Vance,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1
6107,15626044,Lettiere,762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0
2963,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,1
8520,15633525,Payne,631,France,Male,29,7,0.0,2,0,1,125877.22,0
831,15695846,Hawkins,684,France,Female,34,6,0.0,2,1,1,130928.22,0
2332,15614929,Cheng,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0
4272,15707132,Yudin,465,France,Male,33,5,0.0,2,0,1,78698.09,0
6164,15581323,White,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0
3890,15756150,Alexander,418,France,Female,39,2,0.0,2,0,0,9041.71,0
1719,15762745,Macvitie,648,Spain,Male,32,8,0.0,1,1,0,133653.38,0
6457,15755978,Tseng,606,France,Male,31,10,0.0,2,1,0,195209.4,0
7172,15744273,Waterhouse,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0
2683,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,1
6131,15651144,Yao,632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0
7745,15806822,Myers,739,France,Female,36,0,0.0,2,0,0,133465.57,0
3386,15765982,Chin,735,France,Male,41,7,74135.85,1,1,1,11783.1,1
7832,15635143,Fennescey,749,France,Male,42,2,56726.83,2,0,1,185543.35,0
1136,15656121,Medvedeva,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0
2288,15619889,Vasin,556,France,Male,26,4,0.0,1,1,0,195167.38,0
8377,15704657,Denman,601,France,Male,39,3,72647.64,1,1,0,41777.9,1
3119,15789432,Mazzanti,451,France,Male,33,6,0.0,2,1,0,184954.11,0
7910,15570931,Grant,620,France,Male,61,5,0.0,1,0,0,31641.52,1
9799,15652981,Robinson,600,Germany,Male,30,2,119755.0,1,1,1,21852.91,0
5598,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,65706.86,0
9688,15771997,Bryant,791,France,Female,31,10,75499.24,1,1,0,22184.14,0
5203,15713354,Morrice,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1
3806,15597394,Rhodes,668,Spain,Male,34,0,0.0,1,0,0,99984.86,0
6497,15789313,Ugorji,595,Germany,Female,44,4,96553.52,2,1,0,143952.24,1
9746,15603883,Ch'in,818,France,Male,36,4,0.0,2,1,1,8037.03,0
3206,15733973,Bibi,850,France,Female,42,8,0.0,1,1,0,19632.64,1
5993,15682955,Capon,758,France,Female,32,2,84378.9,1,1,1,75396.43,0
4326,15727489,Madueke,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
8137,15757425,Fleming,716,France,Female,38,1,0.0,2,1,1,99661.46,0
2248,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0
1365,15719958,Degtyarev,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0
1739,15596414,Chandler,796,Spain,Male,41,8,107525.07,1,1,0,18510.41,0
175,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0
3238,15665760,Kazantsev,802,Spain,Male,38,7,0.0,2,0,1,57764.65,0
483,15750658,Obiuto,798,France,Male,37,8,0.0,3,0,0,110783.28,0
1353,15596552,Stephens,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1
8780,15650322,Grigoryeva,701,France,Female,34,3,105588.66,1,0,1,74694.41,0
4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04,1
6816,15795571,Patterson,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
2926,15633531,Lavrov,717,France,Female,76,9,138489.66,1,1,1,68400.14,0
8356,15695301,Matthews,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
8936,15585066,Chimaraoke,660,France,Female,43,1,0.0,1,0,1,112026.1,1
5007,15750014,Chikere,755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0
8105,15805413,Chiang,769,France,Female,31,6,117852.26,2,1,0,147668.64,0
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0
130,15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0
9392,15639665,Herbert,846,Spain,Male,61,0,0.0,2,1,1,96202.44,0
2410,15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0
6242,15571995,Harper,775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0
3271,15629885,Wilson,850,France,Female,33,7,118004.26,1,1,0,183983.82,0
728,15767432,Ts'ai,711,France,Female,25,7,0.0,3,1,1,9679.28,0
6886,15606849,Blackall,698,France,Female,27,1,94920.71,1,1,1,40339.9,0
5206,15735400,Kanayochukwu,756,France,Male,28,8,179960.2,1,1,0,89938.08,0
8373,15811958,Medland,850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0
4684,15694890,Lai,588,France,Male,38,1,124271.26,1,1,0,75969.19,0
8487,15567506,Cheatham,738,Germany,Female,40,6,114940.67,2,1,1,194895.57,1
4122,15606133,Lay,628,Spain,Male,42,7,0.0,2,0,1,172967.87,0
4751,15597487,Hunter,850,France,Female,35,5,0.0,1,1,1,80992.8,0
3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,0
8351,15709531,Harding,556,France,Male,38,2,114756.14,1,1,0,193214.05,0
8310,15599976,Bellasis,749,France,Female,27,9,0.0,2,1,0,132734.87,0
4262,15607278,Romano,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0
5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
9435,15733229,Rodriguez,638,Spain,Female,34,7,0.0,2,0,0,3946.29,0
5590,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1
142,15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,0
8458,15749688,Lu,541,France,Male,32,8,0.0,2,0,0,40889.14,0
3445,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
8291,15731267,Rizzo,797,France,Male,37,4,75263.7,1,1,0,85801.77,0
5012,15609011,Barry,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
8910,15705085,Quesada,670,Spain,Female,29,9,0.0,2,1,0,27359.19,0
59,15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1
5318,15791114,Yegorova,700,France,Male,37,1,135179.49,1,1,0,160670.37,0
4378,15696301,Snider,719,France,Female,37,9,101455.7,1,1,0,25803.59,1
2807,15787529,Gray,592,Spain,Male,38,0,0.0,1,1,0,65986.48,1
3586,15741745,Lane,757,France,Male,28,7,120911.75,2,1,1,131249.46,0
5120,15668142,Chang,700,France,Male,37,3,77608.46,2,1,1,175373.46,0
8846,15635703,Chu,729,Germany,Female,39,1,131513.26,1,1,1,193715.0,0
6657,15795640,Mai,683,Germany,Female,35,1,132371.3,2,0,0,186123.57,0
57,15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0
83,15641732,Mills,543,France,Female,36,3,0.0,2,0,0,26019.59,0
7571,15791944,Harker,697,France,Male,32,7,175464.85,3,1,0,116442.42,1
9277,15623989,Griffin,435,France,Male,54,3,0.0,1,1,0,156910.46,1
5105,15694349,Ngozichukwuka,714,Spain,Male,44,7,0.0,1,0,1,6923.11,0
3708,15620323,Ekwueme,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
4965,15574761,Lynch,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
599,15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1
4128,15625545,Hussey,712,Spain,Male,52,9,0.0,1,1,1,117977.45,1
2144,15612109,Speth,819,France,Male,38,9,122334.26,2,1,1,181507.44,0
4938,15625632,Philip,577,France,Male,36,3,121092.47,2,0,1,143783.46,0
8352,15650751,Butler,585,France,Female,30,6,0.0,2,1,1,137757.69,0
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0
3345,15654292,Vessels,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
4764,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1
4925,15574868,Lowell,792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
2664,15717898,Bruce,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0
8549,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0
5238,15702566,Lombardo,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0
9945,15703923,Cameron,744,Germany,Male,41,7,190409.34,2,1,1,138361.48,0
4240,15756481,Garcia,636,France,Female,39,3,118336.14,1,1,0,184691.77,0
1765,15636238,Graham,611,France,Male,40,1,0.0,2,1,1,102547.56,0
1480,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0
9570,15643523,Power,710,Spain,Female,30,10,0.0,2,1,0,19500.1,0
5974,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1,1,1,162763.01,0
6939,15698324,Azikiwe,725,France,Female,33,4,0.0,1,1,1,67879.8,0
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1
3347,15726747,Donaldson,714,France,Male,63,4,138082.16,1,0,1,166677.54,0
4534,15607275,Ch'ang,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1
4805,15567802,Childs,450,Spain,Female,34,2,0.0,2,1,0,175480.93,0
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0
6379,15768763,Bogdanov,562,France,Male,37,2,0.0,1,0,1,52525.15,1
9601,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1
8519,15677288,Geach,599,France,Male,50,3,121159.65,1,0,0,4033.39,1
9380,15626042,Webb,690,Spain,Female,26,2,0.0,2,1,1,93255.85,0
855,15601589,Baresi,675,France,Female,57,8,0.0,2,0,1,95463.29,0
2880,15669411,Muse,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
3349,15572291,Kao,825,France,Male,40,6,132308.22,1,0,0,117122.5,0
5089,15734610,Onio,543,France,Male,42,4,89838.71,3,1,0,85983.54,1
8744,15746035,Pagnotto,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1
9858,15779423,K?,716,France,Male,39,1,70657.61,2,1,1,76476.05,0
6235,15654274,Corrie,540,France,Male,37,6,0.0,2,1,0,141998.89,0
4333,15771543,Tu,507,Germany,Male,31,2,134237.07,1,1,1,166423.66,1
2355,15669342,Ferri,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0
4462,15701809,Cavill,749,Spain,Female,28,3,0.0,1,1,0,3408.7,0
7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0
4096,15616929,De Luca,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0
4159,15771580,Davison,850,France,Female,38,0,106831.69,1,0,1,148977.72,0
6638,15668767,Kenenna,850,France,Male,36,3,0.0,2,1,0,195033.07,0
1787,15603846,Fang,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1
8801,15647890,Su,691,France,Male,37,9,149405.18,1,1,1,146411.6,0
9455,15739248,Lin,727,France,Male,52,4,0.0,2,1,1,118429.02,0
6475,15626143,Talbot,695,France,Male,37,2,0.0,2,1,1,99692.65,0
7502,15605341,Baird,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0
6296,15621550,Hung,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1
2067,15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0
7045,15738487,Leworthy,678,France,Male,26,3,0.0,2,1,0,4989.33,0
2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,1
6163,15627385,Uwaezuoke,748,France,Male,34,5,84009.47,1,1,1,137001.1,0
4061,15593250,Hsiao,640,France,Female,29,4,0.0,2,1,0,44904.26,0
442,15611088,Genovese,790,France,Female,31,9,0.0,2,1,0,84126.75,0
3358,15670668,Webb,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0
1168,15702430,Ignatyeva,548,France,Female,35,10,0.0,1,1,1,31299.71,0
856,15686436,Newbery,523,Spain,Male,32,4,0.0,2,1,0,167848.02,0
7598,15576680,Stevenson,736,France,Male,29,4,0.0,2,0,0,51705.01,0
8820,15790750,Manfrin,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0
5735,15596647,Henderson,768,France,Male,54,8,69712.74,1,1,1,69381.05,0
5991,15625494,Li Fonti,573,France,Female,32,9,125321.84,2,1,1,130234.63,0
1429,15794560,Maclean,550,France,Male,57,5,0.0,1,1,1,133501.94,0
3709,15679983,Garmon,565,France,Male,34,7,0.0,1,0,0,74593.84,0
1467,15650391,Wallace,633,France,Female,29,7,169988.35,1,1,0,4272.0,0
2606,15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
1573,15725141,Whiddon,716,France,Female,44,3,109528.28,1,1,0,27341.63,1
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1
2571,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
3395,15668460,Bellucci,466,France,Male,29,6,0.0,2,1,1,2797.27,0
3127,15691808,King,656,France,Male,43,7,134919.85,1,1,0,194691.95,0
6856,15737814,Lo,622,France,Male,41,2,127087.06,1,1,0,102402.91,1
9873,15648032,Young,588,Spain,Male,37,2,0.0,2,0,1,187816.59,0
3693,15715394,Greece,613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0
5811,15800688,Ch'en,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0
6439,15647974,Chiemenam,679,France,Female,44,3,118742.74,2,1,0,1568.91,0
8115,15607269,Costa,492,Germany,Female,49,2,151249.45,2,1,1,167237.94,0
5469,15738150,Chidozie,591,France,Male,45,5,0.0,2,1,1,155492.87,0
7591,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
1594,15741728,Atkins,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0
9045,15653347,Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1
5865,15803840,Forbes,729,France,Female,32,9,0.0,2,0,0,150803.44,0
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1
5835,15799910,Martin,793,France,Male,32,2,0.0,2,1,0,193817.63,1
3197,15675791,Williams,610,France,Male,36,4,129440.3,2,1,0,102638.35,0
830,15639788,Yuan,577,France,Female,39,10,0.0,2,1,0,10553.31,0
8076,15745250,Simpson,850,France,Male,58,8,156652.13,1,0,0,25899.21,1
6010,15766659,Okwudilichukwu,525,Spain,Male,33,5,0.0,2,1,0,161002.29,0
7116,15773421,Genovese,673,France,Female,42,4,0.0,2,1,0,121440.8,0
5517,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0
8004,15595426,Madukwe,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1
9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1
7271,15706268,Smith,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0
4882,15614778,Robertson,579,France,Male,31,6,0.0,2,1,0,26149.25,0
6327,15788494,Alekseeva,555,France,Male,31,8,145875.74,1,1,0,137491.23,0
3873,15620123,Christie,605,France,Male,39,6,111169.91,1,0,0,9641.4,0
5051,15663294,Kao,703,France,Male,32,1,125685.79,1,1,1,56246.72,0
4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0
9586,15610557,McCarthy,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
8244,15572174,Mazzi,825,France,Male,29,3,148874.01,2,0,1,71192.82,0
3680,15593897,Carr,650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0
5998,15583033,Huguley,640,France,Female,20,4,0.0,2,0,1,78310.82,0
8450,15625716,Genovesi,637,France,Female,33,9,113913.53,1,0,1,65316.5,0
4768,15688876,Wan,685,Spain,Male,39,9,0.0,2,1,1,18826.06,0
5001,15598695,Fields,834,Germany,Female,68,9,130169.27,2,0,1,93112.2,0
1486,15700212,Shih,475,France,Female,46,10,0.0,2,0,0,122953.0,1
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
6944,15603741,MacDonnell,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0
1054,15798348,Chukwuebuka,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0
6527,15700946,Kolesnikova,574,France,Female,34,7,152992.91,1,1,1,134691.2,0
